lufs_before,lufs_after,d_lufs,lra_before,lra_after,d_lra,tp_before_db,tp_after_db,fit_gain_db,residual_db,corr,clip_id,editor,provenance
-27.29618171239842,-23.23769722494162,4.0584844874567985,9.717515069833574,7.526889922170724,-2.1906251476628498,-4.969998111670478,-4.436503570162412,3.9891282065988882,-15.265886704401503,0.9850153203494169,2025-11-04-n2,boris,resolve
-27.137523289443916,-20.478439076581328,6.659084212862588,14.82606591082417,10.329885789710918,-4.496180121113252,-4.031669703174429,0.7057879453539262,6.927777605736774,-14.17301729021304,0.9806855329974267,2025-11-04-n4,boris,resolve
-28.624882438963443,-23.339064064177496,5.285818374785947,16.198793683867777,12.15162466832341,-4.047169015544366,-5.248174820780606,-2.797358358972692,5.452636307678928,-14.136807223630296,0.9805222173829183,2026-04-04-n1,boris,resolve
-24.204899854584195,-22.171298580152413,2.0336012744317813,13.157629800619166,9.967530488308885,-3.1900993123102808,-2.432193116443772,-2.9991542085520058,0.3794041601224051,-3.8036027961272896,0.763856202596096,2026-04-04-n4,boris,resolve
-23.643674037330882,-21.834675133940003,1.8089989033908793,19.01396050876265,16.098563401230116,-2.9153971075325344,-3.1727938404975244,-2.852159625781572,2.257214953651943,-16.622002471767715,0.989056591709002,2026-04-04-n5,boris,resolve
